filenName, functionName, --bounds-check, --div-by-zero-check, --pointer-check, --memory-leak-check, --signed-overflow-check, --unsigned-overflow-check, --float-overflow-check,
./s2n/crypto/s2n_cbc_cipher_aes.c,s2n_cbc_cipher_aes256_get_encryption_key,1,1,0,1,1,1,1,
./s2n/crypto/s2n_cbc_cipher_aes.c,s2n_cbc_cipher_aes_destroy_key,1,1,1,1,1,1,1,
./s2n/crypto/s2n_dhe.c,s2n_check_p_g_dh_params,1,1,0,1,1,1,1,
./s2n/crypto/s2n_dhe.c,s2n_check_all_dh_params,1,1,0,1,1,1,1,
./s2n/crypto/s2n_dhe.c,s2n_pkcs3_to_dh_params,1,1,0,1,1,1,1,
./s2n/crypto/s2n_dhe.c,s2n_dh_p_g_Ys_to_dh_params,1,1,0,1,0,1,1,
./s2n/crypto/s2n_dhe.c,s2n_dh_params_to_p_g_Ys,1,1,0,1,0,0,1,
./s2n/crypto/s2n_dhe.c,s2n_dh_compute_shared_secret_as_client,1,1,0,1,0,0,1,
./s2n/crypto/s2n_dhe.c,s2n_dh_compute_shared_secret_as_server,1,1,0,1,1,1,1,
./s2n/crypto/s2n_dhe.c,s2n_dh_params_copy,1,1,0,1,1,1,1,
./s2n/crypto/s2n_dhe.c,s2n_dh_generate_ephemeral_key,1,1,0,1,1,1,1,
./s2n/crypto/s2n_dhe.c,s2n_dh_params_free,1,1,0,1,1,1,1,
./s2n/crypto/s2n_drbg.c,s2n_drbg_block_encrypt,1,1,1,1,1,1,1,
./s2n/crypto/s2n_drbg.c,s2n_drbg_bits,1,1,0,1,0,0,1,
./s2n/crypto/s2n_drbg.c,s2n_drbg_update,1,1,0,1,1,0,1,
./s2n/crypto/s2n_drbg.c,s2n_drbg_seed,0,1,0,1,1,1,1,
./s2n/crypto/s2n_drbg.c,s2n_drbg_instantiate,0,1,0,1,1,1,1,
./s2n/crypto/s2n_drbg.c,s2n_drbg_generate,0,1,0,1,0,0,1,
./s2n/crypto/s2n_drbg.c,s2n_drbg_wipe,1,1,1,1,1,1,1,
./s2n/crypto/s2n_drbg.c,s2n_drbg_bytes_used,1,1,0,1,0,1,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_generate_ephemeral_key,1,1,0,1,1,1,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_write_ecc_params,1,1,0,1,1,1,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_read_ecc_params,1,1,0,1,1,1,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_compute_shared_secret_as_server,1,1,0,1,0,0,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_compute_shared_secret_as_client,1,1,0,1,0,0,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_params_free,1,1,0,1,1,1,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_generate_own_key,1,1,0,1,1,1,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_blob_to_point,1,1,0,1,1,1,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_calculate_point_length,1,1,0,1,1,1,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_write_point_data_snug,1,1,0,1,1,1,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_write_point_with_length,1,1,1,1,1,1,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_compute_shared_secret,1,1,0,1,0,0,1,
./s2n/crypto/s2n_ecc.c,s2n_ecc_find_supported_curve,1,1,0,1,1,1,1,
./s2n/crypto/s2n_hash.c,s2n_hash_digest_size,0,1,1,1,1,1,1,
./s2n/crypto/s2n_hash.c,s2n_hash_init,1,1,0,1,1,1,1,
./s2n/crypto/s2n_hash.c,s2n_hash_update,1,1,0,1,1,1,1,
./s2n/crypto/s2n_hash.c,s2n_hash_digest,1,1,0,1,1,1,1,
./s2n/crypto/s2n_hash.c,s2n_hash_reset,1,1,0,1,1,1,1,
./s2n/crypto/s2n_hash.c,s2n_hash_copy,1,1,0,1,1,1,1,
./s2n/crypto/s2n_hmac.c,s2n_hmac_digest_size,1,1,1,1,1,1,1,
./s2n/crypto/s2n_hmac.c,s2n_sslv3_mac_init,0,1,0,1,1,1,1,
./s2n/crypto/s2n_hmac.c,s2n_sslv3_mac_digest,0,1,0,1,1,1,1,
./s2n/crypto/s2n_hmac.c,s2n_hmac_init,0,1,0,1,1,1,1,
./s2n/crypto/s2n_hmac.c,s2n_hmac_update,1,0,0,1,1,0,1,
./s2n/crypto/s2n_hmac.c,s2n_hmac_digest,0,1,0,1,1,1,1,
./s2n/crypto/s2n_hmac.c,s2n_hmac_digest_two_compression_rounds,0,1,0,1,1,0,1,
./s2n/crypto/s2n_hmac.c,s2n_hmac_reset,1,1,0,1,1,1,1,
./s2n/crypto/s2n_hmac.c,s2n_hmac_digest_verify,1,1,1,1,1,1,1,
./s2n/crypto/s2n_hmac.c,s2n_hmac_copy,1,1,0,1,1,1,1,
./s2n/crypto/s2n_rsa.c,s2n_asn1der_to_rsa_public_key,1,1,0,1,1,1,1,
./s2n/crypto/s2n_rsa.c,s2n_asn1der_to_rsa_private_key,1,1,0,1,1,1,1,
./s2n/crypto/s2n_rsa.c,s2n_rsa_public_key_free,1,1,0,1,1,1,1,
./s2n/crypto/s2n_rsa.c,s2n_rsa_private_key_free,1,1,0,1,1,1,1,
./s2n/crypto/s2n_rsa.c,s2n_rsa_public_encrypted_size,1,1,0,1,1,1,1,
./s2n/crypto/s2n_rsa.c,s2n_rsa_private_encrypted_size,1,1,0,1,1,1,1,
./s2n/crypto/s2n_rsa.c,s2n_rsa_sign,1,1,0,1,1,1,1,
./s2n/crypto/s2n_rsa.c,s2n_rsa_verify,1,1,0,1,1,1,1,
./s2n/crypto/s2n_rsa.c,s2n_rsa_encrypt,1,1,0,1,0,0,1,
./s2n/crypto/s2n_rsa.c,s2n_rsa_decrypt,1,1,0,1,0,0,1,
./s2n/crypto/s2n_rsa.c,s2n_rsa_keys_match,1,1,0,1,1,0,1,
./s2n/crypto/s2n_sequence.c,s2n_increment_sequence_number,1,1,0,1,0,0,1,
./s2n/crypto/s2n_stream_cipher_null.c,s2n_stream_cipher_null_endecrypt,1,1,0,1,1,1,1,
./s2n/crypto/s2n_stream_cipher_null.c,s2n_stream_cipher_null_get_key,1,1,1,1,1,1,1,
./s2n/crypto/s2n_stream_cipher_null.c,s2n_stream_cipher_null_destroy_key,1,1,1,1,1,1,1,
./s2n/crypto/s2n_stream_cipher_rc4.c,s2n_stream_cipher_rc4_endecrypt,1,1,0,1,1,1,1,
./s2n/crypto/s2n_stream_cipher_rc4.c,s2n_stream_cipher_rc4_get_key,1,1,0,1,1,1,1,
./s2n/crypto/s2n_stream_cipher_rc4.c,s2n_stream_cipher_rc4_destroy_key,1,1,1,1,1,1,1,
./s2n/error/s2n_errno.c,s2n_strerror,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_init,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_alloc,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_growable_alloc,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_free,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_resize,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_rewrite,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_reread,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_wipe_n,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_wipe,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_skip_read,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_raw_read,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_read,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_erase_and_read,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_read_bytes,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_skip_write,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_raw_write,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_write,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_write_bytes,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_read_uint8,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_write_uint8,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_read_uint16,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_write_uint16,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_read_uint24,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_write_uint24,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_read_uint32,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_write_uint32,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer.c,s2n_stuffer_copy,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer_base64.c,s2n_stuffer_read_base64,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer_base64.c,s2n_stuffer_write_base64,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer_file.c,s2n_stuffer_recv_from_fd,0,1,0,1,0,0,1,
./s2n/stuffer/s2n_stuffer_file.c,s2n_stuffer_send_to_fd,0,1,0,1,0,0,1,
./s2n/stuffer/s2n_stuffer_file.c,s2n_stuffer_alloc_ro_from_fd,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer_file.c,s2n_stuffer_alloc_ro_from_file,0,1,0,1,0,0,1,
./s2n/stuffer/s2n_stuffer_pem.c,s2n_stuffer_data_from_pem,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer_pem.c,s2n_stuffer_rsa_private_key_from_pem,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer_pem.c,s2n_stuffer_certificate_from_pem,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer_pem.c,s2n_stuffer_dhparams_from_pem,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer_text.c,s2n_stuffer_peek_char,1,1,0,1,1,0,1,
./s2n/stuffer/s2n_stuffer_text.c,s2n_stuffer_skip_whitespace,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer_text.c,s2n_stuffer_read_token,1,1,0,1,1,1,1,
./s2n/stuffer/s2n_stuffer_text.c,s2n_stuffer_alloc_ro_from_string,1,1,0,1,1,1,1,
./s2n/tls/s2n_aead.c,s2n_aead_aad_init,1,1,0,1,1,1,1,
./s2n/tls/s2n_alerts.c,s2n_process_alert_fragment,0,1,0,1,0,0,1,
./s2n/tls/s2n_alerts.c,s2n_queue_writer_close_alert,1,1,0,1,1,0,1,
./s2n/tls/s2n_alerts.c,s2n_queue_reader_unsupported_protocol_version_alert,1,1,0,1,1,0,1,
./s2n/tls/s2n_cbc.c,s2n_verify_cbc,1,1,0,1,0,0,1,
./s2n/tls/s2n_cipher_suites.c,s2n_cipher_suite_match,1,1,0,1,1,1,1,
./s2n/tls/s2n_cipher_suites.c,s2n_set_cipher_as_client,1,1,0,1,1,1,1,
./s2n/tls/s2n_cipher_suites.c,s2n_set_cipher_as_server,1,1,./s2n/tls/s2n_client_ccs.c,s2n_client_ccs_recv,1,1,0,1,1,1,1,
./s2n/tls/s2n_client_ccs.c,s2n_client_ccs_send,1,1,0,1,1,1,1,
./s2n/tls/s2n_client_extensions.c,s2n_client_extensions_send,1,1,0,1,1,0,1,
./s2n/tls/s2n_client_extensions.c,s2n_client_extensions_recv,./s2n/tls/s2n_client_finished.c,s2n_client_finished_recv,1,1,0,1,1,1,1,
./s2n/tls/s2n_client_finished.c,s2n_client_finished_send,1,1,0,1,1,1,1,
./s2n/tls/s2n_client_hello.c,s2n_client_hello_recv,1,1,0,1,1,0,1,
./s2n/tls/s2n_client_hello.c,s2n_client_hello_send,1,1,0,1,1,0,1,
./s2n/tls/s2n_client_hello.c,s2n_sslv2_client_hello_recv,1,1,0,1,1,1,1,
./s2n/tls/s2n_client_key_exchange.c,s2n_rsa_client_key_recv,0,1,0,1,1,0,1,
./s2n/tls/s2n_client_key_exchange.c,s2n_dhe_client_key_recv,1,1,0,1,1,1,1,
./s2n/tls/s2n_client_key_exchange.c,s2n_client_key_recv,0,1,0,1,1,0,1,
./s2n/tls/s2n_client_key_exchange.c,s2n_dhe_client_key_send,1,1,0,1,1,1,1,
./s2n/tls/s2n_client_key_exchange.c,s2n_rsa_client_key_send,1,1,0,1,1,1,1,
./s2n/tls/s2n_client_key_exchange.c,s2n_client_key_send,1,1,0,1,1,1,1,
./s2n/tls/s2n_config.c,get_nanoseconds_since_epoch,1,0,0,1,1,0,1,
./s2n/tls/s2n_config.c,get_nanoseconds_since_epoch,1,0,0,1,1,0,1,
./s2n/tls/s2n_config.c,s2n_config_new,1,1,0,1,1,1,1,
./s2n/tls/s2n_config.c,s2n_config_free_cert_chain_and_key,1,1,0,1,1,1,1,
./s2n/tls/s2n_config.c,s2n_config_free_dhparams,1,1,0,1,1,1,1,
./s2n/tls/s2n_config.c,s2n_config_free,1,1,0,1,1,1,1,
./s2n/tls/s2n_config.c,s2n_config_set_cipher_preferences,1,1,0,1,1,0,1,
./s2n/tls/s2n_config.c,s2n_config_set_protocol_preferences,1,1,0,1,1,0,1,
./s2n/tls/s2n_config.c,s2n_config_set_status_request_type,1,1,0,1,1,1,1,
./s2n/tls/s2n_config.c,s2n_config_add_cert_chain_and_key,1,1,0,1,1,0,1,
./s2n/tls/s2n_config.c,s2n_config_add_dhparams,1,1,0,1,1,0,1,
./s2n/tls/s2n_config.c,s2n_config_set_nanoseconds_since_epoch_callback,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_new,1,1,0,1,0,0,1,
./s2n/tls/s2n_connection.c,s2n_connection_free_keys,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_shutdown,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_free,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_set_config,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_wipe,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_set_read_fd,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_set_write_fd,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_set_fd,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_get_wire_bytes_in,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_get_wire_bytes_out,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_get_cipher,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_get_client_protocol_version,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_get_server_protocol_version,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_get_actual_protocol_version,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_get_client_hello_version,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_get_alert,1,1,0,1,1,0,1,
./s2n/tls/s2n_connection.c,s2n_set_server_name,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_get_server_name,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_get_application_protocol,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_set_blinding,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_get_delay,1,1,0,1,0,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_kill,1,1,0,1,0,0,1,
./s2n/tls/s2n_connection.c,s2n_connection_get_ocsp_response,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_prefer_throughput,1,1,0,1,1,1,1,
./s2n/tls/s2n_connection.c,s2n_connection_prefer_low_latency,1,1,0,1,1,1,1,
./s2n/tls/s2n_handshake.c,s2n_handshake_write_header,1,1,0,1,1,0,1,
./s2n/tls/s2n_handshake.c,s2n_handshake_finish_header,1,1,0,1,1,0,1,
./s2n/tls/s2n_handshake.c,s2n_handshake_parse_header,1,1,0,1,1,0,1,
./s2n/tls/s2n_handshake_io.c,s2n_conn_update_handshake_hashes,1,1,0,1,1,1,1,
./s2n/tls/s2n_handshake_io.c,handshake_write_io,0,1,0,1,1,0,1,
./s2n/tls/s2n_handshake_io.c,read_full_handshake_message,1,1,0,1,1,0,1,
./s2n/tls/s2n_handshake_io.c,handshake_read_io,0,1,0,1,1,0,1,
./s2n/tls/s2n_handshake_io.c,s2n_negotiate,./s2n/tls/s2n_ocsp_stapling.c,s2n_server_status_send,1,1,0,1,1,0,1,
./s2n/tls/s2n_ocsp_stapling.c,s2n_server_status_recv,1,1,0,1,1,1,1,
./s2n/tls/s2n_prf.c,s2n_sslv3_prf,1,1,0,1,1,1,1,
./s2n/tls/s2n_prf.c,s2n_prf,0,1,0,1,1,0,1,
./s2n/tls/s2n_prf.c,s2n_prf_master_secret,0,1,0,1,1,0,1,
./s2n/tls/s2n_prf.c,s2n_sslv3_finished,1,1,1,1,1,1,1,
./s2n/tls/s2n_prf.c,s2n_sslv3_client_finished,1,1,1,1,1,1,1,
./s2n/tls/s2n_prf.c,s2n_sslv3_server_finished,1,1,1,1,1,1,1,
./s2n/tls/s2n_prf.c,s2n_prf_client_finished,0,1,0,1,1,0,1,
./s2n/tls/s2n_prf.c,s2n_prf_server_finished,0,1,0,1,1,0,1,
./s2n/tls/s2n_prf.c,s2n_prf_key_expansion,0,1,0,1,1,0,1,
./s2n/tls/s2n_record_read.c,s2n_sslv2_record_header_parse,1,1,0,1,1,0,1,
./s2n/tls/s2n_record_read.c,s2n_record_header_parse,1,1,0,1,1,0,1,
./s2n/tls/s2n_record_read.c,s2n_record_parse,1,0,0,1,1,0,1,
./s2n/tls/s2n_record_write.c,overhead,1,1,0,1,1,0,1,
./s2n/tls/s2n_record_write.c,s2n_record_max_write_payload_size,1,0,0,1,1,0,1,
./s2n/tls/s2n_record_write.c,s2n_record_write,1,0,0,1,0,0,1,
./s2n/tls/s2n_recv.c,s2n_read_full_record,1,1,0,1,1,0,1,
./s2n/tls/s2n_recv.c,s2n_recv,1,1,0,1,0,0,1,
./s2n/tls/s2n_send.c,s2n_flush,./s2n/tls/s2n_server_ccs.c,s2n_server_ccs_recv,1,1,0,1,1,1,1,
./s2n/tls/s2n_server_ccs.c,s2n_server_ccs_send,1,1,0,1,1,1,1,
./s2n/tls/s2n_server_cert.c,s2n_server_cert_recv,1,1,0,1,1,0,1,
./s2n/tls/s2n_server_cert.c,s2n_server_cert_send,1,1,0,1,1,1,1,
./s2n/tls/s2n_server_done.c,s2n_server_done_recv,1,1,0,1,1,0,1,
./s2n/tls/s2n_server_done.c,s2n_server_done_send,1,1,0,1,1,1,1,
./s2n/tls/s2n_server_extensions.c,s2n_server_extensions_send,1,1,0,1,1,1,1,
./s2n/tls/s2n_server_extensions.c,s2n_server_extensions_recv,0,1,0,1,1,0,1,
./s2n/tls/s2n_server_extensions.c,s2n_server_recv_alpn,0,1,0,1,1,0,1,
./s2n/tls/s2n_server_extensions.c,s2n_server_recv_status_request,1,1,0,1,1,1,1,
./s2n/tls/s2n_server_finished.c,s2n_server_finished_recv,1,1,0,1,1,1,1,
./s2n/tls/s2n_server_finished.c,s2n_server_finished_send,1,1,0,1,1,1,1,
./s2n/tls/s2n_server_hello.c,s2n_server_hello_recv,1,1,0,1,1,0,1,
./s2n/tls/s2n_server_hello.c,s2n_server_hello_send,1,1,0,1,1,0,1,
./s2n/tls/s2n_server_key_exchange.c,s2n_server_key_recv,1,1,0,1,1,1,1,
./s2n/tls/s2n_server_key_exchange.c,s2n_ecdhe_server_key_recv,1,1,0,1,1,1,1,
./s2n/tls/s2n_server_key_exchange.c,s2n_dhe_server_key_recv,1,1,0,1,1,1,1,
./s2n/tls/s2n_server_key_exchange.c,s2n_server_key_send,1,1,0,1,1,0,1,
./s2n/tls/s2n_server_key_exchange.c,s2n_ecdhe_server_key_send,1,1,0,1,1,0,1,
./s2n/tls/s2n_server_key_exchange.c,s2n_dhe_server_key_send,1,1,0,1,1,0,1,
./s2n/utils/s2n_blob.c,s2n_blob_init,1,1,0,1,1,1,1,
./s2n/utils/s2n_blob.c,s2n_blob_zero,1,1,0,1,1,1,1,
./s2n/utils/s2n_mem.c,s2n_mem_init,1,1,1,1,0,0,1,
./s2n/utils/s2n_mem.c,s2n_alloc,0,0,0,0,0,0,0,
./s2n/utils/s2n_mem.c,s2n_realloc,0,0,0,0,0,0,0,
./s2n/utils/s2n_mem.c,s2n_free,0,0,0,0,0,0,0,
./s2n/utils/s2n_random.c,s2n_on_fork,1,1,1,1,1,1,1,
./s2n/utils/s2n_random.c,s2n_defend_if_forked,1,1,1,1,1,1,1,
./s2n/utils/s2n_random.c,s2n_get_public_random_data,1,1,1,1,1,1,1,
./s2n/utils/s2n_random.c,s2n_get_private_random_data,1,1,1,1,1,1,1,
./s2n/utils/s2n_random.c,s2n_get_public_random_bytes_used,1,1,1,1,1,1,1,
./s2n/utils/s2n_random.c,s2n_get_private_random_bytes_used,1,1,1,1,1,1,1,
./s2n/utils/s2n_random.c,s2n_get_urandom_data,1,1,0,1,1,1,1,
./s2n/utils/s2n_random.c,s2n_public_random,1,1,1,1,1,1,1,
./s2n/utils/s2n_random.c,s2n_openssl_compat_rand,1,1,1,1,1,0,1,
./s2n/utils/s2n_random.c,s2n_openssl_compat_status,1,1,1,1,1,1,1,
./s2n/utils/s2n_random.c,s2n_openssl_compat_init,1,1,1,1,1,1,1,
./s2n/utils/s2n_random.c,s2n_init,1,1,1,1,1,1,1,
./s2n/utils/s2n_random.c,s2n_cleanup,1,1,1,1,1,1,1,
./s2n/utils/s2n_safety.c,s2n_actual_getpid,1,1,1,1,1,1,1,
./s2n/utils/s2n_safety.c,s2n_constant_time_equals,1,1,0,1,1,1,1,
./s2n/utils/s2n_safety.c,s2n_constant_time_copy_or_dont,1,1,0,1,1,0,1,
./s2n/utils/s2n_timer.c,s2n_timer_start,1,1,0,1,1,1,1,
./s2n/utils/s2n_timer.c,s2n_timer_elapsed,1,1,0,1,1,0,1,
./s2n/utils/s2n_timer.c,s2n_timer_reset,1,1,0,1,1,1,1,
